./data/CommonVoice2_dataset/clips/common_voice_en_17257226.mp3,did you see any ghosts?
./data/CommonVoice2_dataset/clips/common_voice_en_18493447.mp3,"keep interested in your own career, however humble"
./data/CommonVoice2_dataset/clips/common_voice_en_21482.mp3,he took back his books and packed them away again in their bags.
./data/CommonVoice2_dataset/clips/common_voice_en_17251658.mp3,can it be changed?
./data/CommonVoice2_dataset/clips/common_voice_en_17251659.mp3,"how they managed to improvise at such short notice, she'll never know."
./data/CommonVoice2_dataset/clips/common_voice_en_498244.mp3,a thin circle of bright metal showed between the top and the body of the cylinder.
./data/CommonVoice2_dataset/clips/common_voice_en_498245.mp3,"the omens had been true, after all."
./data/CommonVoice2_dataset/clips/common_voice_en_17296982.mp3,"words are, in my not-so-humble opinion, our most inexhaustible source of magic."
./data/CommonVoice2_dataset/clips/common_voice_en_17296984.mp3,"what's your name, and what were you doing here?"
./data/CommonVoice2_dataset/clips/common_voice_en_17253258.mp3,"anita passed out during gymnastics, she recovered quickly."
./data/CommonVoice2_dataset/clips/common_voice_en_17253259.mp3,"let's start it all over again, how about that?"
./data/CommonVoice2_dataset/clips/common_voice_en_17253260.mp3,"it's pretty straightforward, isn't it?"
./data/CommonVoice2_dataset/clips/common_voice_en_18480327.mp3,i'm contemplating buying gin.
./data/CommonVoice2_dataset/clips/common_voice_en_18480329.mp3,how big is the endangered species list?
./data/CommonVoice2_dataset/clips/common_voice_en_18480591.mp3,trump supporters are screaming that the election was rigged.
./data/CommonVoice2_dataset/clips/common_voice_en_171386.mp3,the top had certainly ceased to rotate.
./data/CommonVoice2_dataset/clips/common_voice_en_171387.mp3,"that night, there was another jetting out of gas from the distant planet."
./data/CommonVoice2_dataset/clips/common_voice_en_171388.mp3,it was no more exciting than an overturned carriage or a tree blown across the road.
./data/CommonVoice2_dataset/clips/common_voice_en_687348.mp3,"sadly, my dream of becoming a squirrel whisperer may never happen."
./data/CommonVoice2_dataset/clips/common_voice_en_687349.mp3,"before guns were invented, armies had to throw bullets at each other and if a bullet touched you, you had to sit out until the next war."
./data/CommonVoice2_dataset/clips/common_voice_en_687350.mp3,the streamer of gas came out towards us.
./data/CommonVoice2_dataset/clips/common_voice_en_630957.mp3,"a while ago, i rode through the desert with a man who had books on alchemy."
./data/CommonVoice2_dataset/clips/common_voice_en_630958.mp3,"so he could not be hasty, nor impatient."
./data/CommonVoice2_dataset/clips/common_voice_en_630959.mp3,"""they are so used to me that they know my schedule,"" he muttered."
./data/CommonVoice2_dataset/clips/common_voice_en_15991928.mp3,"this part of the town was half residential, half industrial."
./data/CommonVoice2_dataset/clips/common_voice_en_15991936.mp3,these home-made sculptures seems interesting for me.
./data/CommonVoice2_dataset/clips/common_voice_en_15991942.mp3,listeners never hear good of themselves.
./data/CommonVoice2_dataset/clips/common_voice_en_490374.mp3,susan wrapped each present individually.
./data/CommonVoice2_dataset/clips/common_voice_en_490375.mp3,she released the tadpoles back to their pond.
./data/CommonVoice2_dataset/clips/common_voice_en_490376.mp3,stacey couldn't find the power switch.
./data/CommonVoice2_dataset/clips/common_voice_en_636312.mp3,"he paused, and his eyes were still unfriendly."
./data/CommonVoice2_dataset/clips/common_voice_en_636313.mp3,"""don't let them see that you're afraid,"" the alchemist said."
./data/CommonVoice2_dataset/clips/common_voice_en_636314.mp3,but the crystal merchant had no choice.
./data/CommonVoice2_dataset/clips/common_voice_en_18546564.mp3,i am an electrical engineer.
./data/CommonVoice2_dataset/clips/common_voice_en_18546565.mp3,"she loved him dearly; he knew it, and i knew it."
./data/CommonVoice2_dataset/clips/common_voice_en_18546566.mp3,that i cannot tell you.
./data/CommonVoice2_dataset/clips/common_voice_en_17816002.mp3,"for most owners of the car model, the issue isn't noticeable."
./data/CommonVoice2_dataset/clips/common_voice_en_17816003.mp3,this is the twenty-first century solution to the problem.
./data/CommonVoice2_dataset/clips/common_voice_en_17816006.mp3,our troops are set to strike heavy blows.
./data/CommonVoice2_dataset/clips/common_voice_en_17816010.mp3,she could say no more.
./data/CommonVoice2_dataset/clips/common_voice_en_18404082.mp3,jeeves had nothing to do with it whatsoever.
./data/CommonVoice2_dataset/clips/common_voice_en_18404083.mp3,private eye is a british fortnightly satirical magazine.
./data/CommonVoice2_dataset/clips/common_voice_en_18404084.mp3,she really needed her espresso in the morning.
./data/CommonVoice2_dataset/clips/common_voice_en_18404085.mp3,i'm not going to argue with you
./data/CommonVoice2_dataset/clips/common_voice_en_536173.mp3,it had a diameter of about thirty yards.
./data/CommonVoice2_dataset/clips/common_voice_en_536175.mp3,"he moved about, invisible but everyone could hear him."
./data/CommonVoice2_dataset/clips/common_voice_en_536176.mp3,i myself heard nothing of that.
./data/CommonVoice2_dataset/clips/common_voice_en_536177.mp3,"it was as if it quivered, but really this was the telescope vibrating."
./data/CommonVoice2_dataset/clips/common_voice_en_17679108.mp3,"be slow in choosing, but slower in changing."
./data/CommonVoice2_dataset/clips/common_voice_en_17679109.mp3,"worryingly, the radio signal became weaker."
./data/CommonVoice2_dataset/clips/common_voice_en_17679111.mp3,where have you been?
./data/CommonVoice2_dataset/clips/common_voice_en_17679112.mp3,have you played chess?
./data/CommonVoice2_dataset/clips/common_voice_en_644524.mp3,"and it's not love to see everything from a distance, like you do."
./data/CommonVoice2_dataset/clips/common_voice_en_644525.mp3,"""what are you doing here?"" one of the figures demanded."
./data/CommonVoice2_dataset/clips/common_voice_en_644526.mp3,"it's true that everything has its destiny, but one day that destiny will be realized."
./data/CommonVoice2_dataset/clips/common_voice_en_644527.mp3,"he thought about asking him to give it back, but decided that would be unfriendly."
./data/CommonVoice2_dataset/clips/common_voice_en_644528.mp3,i heard a peculiar humming sound from the pit.
./data/CommonVoice2_dataset/clips/common_voice_en_167240.mp3,several people listening to a woman in a office or classroom
