./data/CommonVoice2_dataset/clips/common_voice_en_26349.mp3,"several people are playing baseball on a grassy lawn, with a government building in the background."
./data/CommonVoice2_dataset/clips/common_voice_en_26350.mp3,an older man riding a bus while looking out the window.
./data/CommonVoice2_dataset/clips/common_voice_en_26351.mp3,a ritual with fire is happening.
./data/CommonVoice2_dataset/clips/common_voice_en_635501.mp3,will that suit you?
./data/CommonVoice2_dataset/clips/common_voice_en_635502.mp3,the complimentary refreshments were satisfactory.
./data/CommonVoice2_dataset/clips/common_voice_en_635503.mp3,heavy givers are light complainers.
./data/CommonVoice2_dataset/clips/common_voice_en_635504.mp3,nonverbal communication is sometimes more meaningful than the spoken words.
./data/CommonVoice2_dataset/clips/common_voice_en_635505.mp3,i with kevin would go with us.
./data/CommonVoice2_dataset/clips/common_voice_en_635506.mp3,the theft of the pearl pin was kept secret.
./data/CommonVoice2_dataset/clips/common_voice_en_17265169.mp3,"here, let me show you around."
./data/CommonVoice2_dataset/clips/common_voice_en_17265170.mp3,"sine, cosine and tangent are three basic trigonometric equations you'll need to know."
./data/CommonVoice2_dataset/clips/common_voice_en_17265171.mp3,"where god has his church, the devil will have his chapel."
./data/CommonVoice2_dataset/clips/common_voice_en_17265172.mp3,"marc, would you please give me the fly swatter?"
./data/CommonVoice2_dataset/clips/common_voice_en_17265173.mp3,"""i still have no idea what to do next with my raspberry pi"", emmett sighed."
./data/CommonVoice2_dataset/clips/common_voice_en_17265174.mp3,"oh, look, they opened a sushi bar around the corner!"
./data/CommonVoice2_dataset/clips/common_voice_en_17404399.mp3,"you made your bed, now you must lie in it."
./data/CommonVoice2_dataset/clips/common_voice_en_17404400.mp3,"""don't know,"" was the reply."
./data/CommonVoice2_dataset/clips/common_voice_en_17404401.mp3,did anyone else share this lab at the time?
./data/CommonVoice2_dataset/clips/common_voice_en_17404406.mp3,"yours sincerely, satan."
./data/CommonVoice2_dataset/clips/common_voice_en_17404407.mp3,"according to the dictionary, the word ""gizmo"" means the same as ""gadget""."
./data/CommonVoice2_dataset/clips/common_voice_en_17404409.mp3,can you tell me where it hurts?
./data/CommonVoice2_dataset/clips/common_voice_en_17404411.mp3,this was your plan?
./data/CommonVoice2_dataset/clips/common_voice_en_691496.mp3,i'll send you a box.
./data/CommonVoice2_dataset/clips/common_voice_en_691497.mp3,put the artist pat monahan onto the emily dickinson playlist.
./data/CommonVoice2_dataset/clips/common_voice_en_691498.mp3,"two hundred years after founding, the town got the right to mint its own coin."
./data/CommonVoice2_dataset/clips/common_voice_en_691500.mp3,but it is not a class that was requested by our alumni or prospective students.
./data/CommonVoice2_dataset/clips/common_voice_en_691501.mp3,what difference does that make?
./data/CommonVoice2_dataset/clips/common_voice_en_691504.mp3,i retrieved the crop with a pallet jack.
./data/CommonVoice2_dataset/clips/common_voice_en_691505.mp3,add this tune to my rage radio playlist
./data/CommonVoice2_dataset/clips/common_voice_en_691507.mp3,book a restaurant that serves rolled oyster in merkel
./data/CommonVoice2_dataset/clips/common_voice_en_691508.mp3,maybe they're like me.
./data/CommonVoice2_dataset/clips/common_voice_en_691510.mp3,he found the toilet occupied.
./data/CommonVoice2_dataset/clips/common_voice_en_691511.mp3,you've got his gun.
./data/CommonVoice2_dataset/clips/common_voice_en_691512.mp3,what is the weather forecast for koszta
./data/CommonVoice2_dataset/clips/common_voice_en_691513.mp3,i think we can do better after the boat sails.
./data/CommonVoice2_dataset/clips/common_voice_en_691515.mp3,who would have thought that one man could change everything.
./data/CommonVoice2_dataset/clips/common_voice_en_691517.mp3,we never lost a match against them.
./data/CommonVoice2_dataset/clips/common_voice_en_691518.mp3,let her come to us.
./data/CommonVoice2_dataset/clips/common_voice_en_691519.mp3,may i escort you to the garage?
./data/CommonVoice2_dataset/clips/common_voice_en_691521.mp3,it turns out this is easier than you might expect.
./data/CommonVoice2_dataset/clips/common_voice_en_691522.mp3,did you speak to mr. norton?
./data/CommonVoice2_dataset/clips/common_voice_en_691523.mp3,let's have your story.
./data/CommonVoice2_dataset/clips/common_voice_en_691524.mp3,she was waiting for her response.
./data/CommonVoice2_dataset/clips/common_voice_en_691525.mp3,thanks for the story and good luck on your honeymoon.
./data/CommonVoice2_dataset/clips/common_voice_en_691526.mp3,i'll never get this speech right.
./data/CommonVoice2_dataset/clips/common_voice_en_691528.mp3,that's all i want to know.
./data/CommonVoice2_dataset/clips/common_voice_en_691529.mp3,this is probably because the buildings were made out of stone.
./data/CommonVoice2_dataset/clips/common_voice_en_691531.mp3,the pages of the book flipped upside down.
./data/CommonVoice2_dataset/clips/common_voice_en_691533.mp3,it's still sopping wet.
./data/CommonVoice2_dataset/clips/common_voice_en_691535.mp3,how is the climate in jamaica?
./data/CommonVoice2_dataset/clips/common_voice_en_691536.mp3,"a group of people, one of them with a guitar, were sitting by the campfire and singing songs."
./data/CommonVoice2_dataset/clips/common_voice_en_691537.mp3,play some art punk.
./data/CommonVoice2_dataset/clips/common_voice_en_691538.mp3,what was the reason for the increase?
./data/CommonVoice2_dataset/clips/common_voice_en_691540.mp3,haven't you even started?
